Ref.No,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,Y
12053,80000,2,2,1,37,0,0,0,0,0,0,39839,40596,41914,42618,0
23821,170000,2,2,2,51,0,-1,-1,-1,-1,-1,1606,1420,1420,1420,0
10026,50000,2,2,2,24,0,0,0,0,0,0,48600,47819,48527,39147,1
9940,170000,1,2,1,30,-1,-1,-1,0,-1,-1,416,416,632,416,0
15849,70000,2,2,2,28,0,0,0,0,0,0,68462,69205,70644,70759,0
22979,50000,2,2,1,41,1,3,2,0,0,0,21638,21008,20388,21092,1
20951,500000,1,1,1,41,-1,-1,-1,-1,-1,-1,11060,6860,27243,2487,0
15082,120000,1,1,1,33,0,0,0,0,0,0,119684,121113,113997,117085,0
1360,470000,2,2,2,32,0,0,0,0,0,0,147113,133486,125159,120869,0
19099,80000,2,1,1,27,3,2,0,0,0,3,71965,70232,71794,73125,1
3103,360000,2,2,2,41,0,0,0,0,0,0,158277,203726,293675,196475,0
11195,200000,1,1,2,38,-2,-2,-2,-2,-2,-2,0,0,0,0,0
3389,20000,1,2,2,22,0,0,0,0,-1,-1,18462,16699,19674,19258,0
5450,380000,1,1,1,57,0,0,0,0,0,0,319243,357782,374313,371566,0
16014,200000,2,3,2,26,-1,-1,0,0,-1,-1,0,2381,10,1010,0
6157,20000,1,2,1,42,0,0,0,0,0,0,21431,19745,19943,19235,1
17335,500000,2,1,1,37,1,-1,-1,-1,-1,0,0,2529,2971,184,0
19969,270000,2,1,1,31,-2,-2,-2,-2,-2,-2,6181,12110,26069,36630,0
1349,300000,2,1,2,34,-1,-1,-1,-1,-1,-1,19357,5000,3744,8059,0
10698,280000,2,1,1,57,-1,-1,-1,2,2,3,929,1669,5707,4795,0
17442,30000,2,2,2,34,1,2,0,0,0,0,29678,28878,26758,27462,1
19474,100000,2,1,2,32,0,-1,0,0,0,0,41531,6120,104346,91025,0
3238,60000,2,2,1,38,0,0,0,0,0,0,45972,49874,47329,35587,0
8944,170000,2,2,1,28,0,0,0,0,0,0,105509,106445,68703,66338,0
16773,10000,1,3,1,39,1,2,0,0,0,0,10866,10094,9212,9633,1
17838,30000,1,3,2,25,0,0,0,0,0,0,23075,23996,25407,27312,0
11175,50000,2,1,1,34,-2,-2,-2,-2,-2,-2,51400,0,0,0,0
5146,240000,2,3,2,36,1,-2,-2,-2,-1,-1,-28,-28,-28,-28,0
22987,500000,2,1,2,37,-1,-1,0,0,0,0,5946,132696,141204,160275,0
20608,260000,1,1,2,30,-2,-2,-2,-2,-2,-2,2322,1233,3302,6592,0
23549,320000,2,2,2,35,0,0,0,0,0,0,125567,125782,118294,119014,0
8557,250000,2,2,2,32,0,0,0,0,0,0,72618,72972,43497,13877,0
21604,70000,2,1,2,23,-2,-2,-1,0,0,0,-22,-11,5173,6345,0
380,50000,1,2,2,31,0,0,0,0,0,0,20526,15129,15093,9577,1
8981,200000,1,1,2,29,-1,-1,-1,-1,-1,-1,170,3300,38526,-93,0
3886,390000,1,1,2,35,-1,-1,-1,0,0,0,30356,32910,78686,63021,0
13577,50000,1,1,2,64,0,0,0,0,0,0,46351,20055,18725,17848,0
17475,180000,2,1,1,46,-1,-1,-1,-1,-1,-1,9509,15419,14188,11926,0
2248,280000,1,2,1,36,1,2,2,2,0,0,168708,172528,174328,170028,1
16623,50000,1,3,1,30,2,2,2,0,0,0,15397,17699,17127,18076,1
10074,230000,2,2,2,29,0,0,0,0,0,0,157107,119402,78875,76117,0
11936,140000,2,1,1,36,0,0,0,0,0,0,132629,135901,138858,97585,0
23510,110000,2,1,1,31,1,2,5,4,4,4,76817,89765,87486,90126,0
23051,220000,2,2,1,41,-2,-2,-2,-2,-2,-2,24435,2131,36010,1050,0
23485,490000,2,2,1,31,0,0,0,0,0,0,470579,482733,492718,282450,0
2606,50000,1,2,1,47,0,0,0,0,0,0,48308,48019,48647,26894,0
17966,200000,1,1,1,49,1,-1,-1,-1,-1,-1,0,492,0,489,0
20162,80000,2,2,1,37,0,0,0,0,0,0,63558,59812,68636,40659,0
18709,130000,2,1,2,27,0,0,0,-2,-2,-2,49964,50000,0,0,0
6427,100000,2,1,2,24,3,2,2,2,0,0,100016,97562,104365,101783,1
23573,360000,2,2,1,40,-2,-2,-2,-2,-2,-2,8736,969,6083,9852,0
14971,240000,2,2,2,24,0,0,0,0,0,-1,50787,51524,31783,33993,0
16211,20000,2,2,1,46,0,0,0,0,0,0,10640,11252,12277,12287,0
4760,180000,2,1,1,45,0,0,0,2,0,0,18472,20546,24956,24262,0
17729,50000,2,2,1,51,0,0,2,2,3,2,44664,48028,46985,50484,0
19077,150000,2,2,1,36,0,0,0,0,0,0,137664,140869,144954,101342,0
2799,60000,2,2,1,36,-2,-2,-2,-2,-2,-2,0,2426,3367,2898,0
12558,20000,2,1,2,23,0,0,0,0,0,0,16841,17676,18804,19037,0
1573,110000,2,2,1,40,0,0,0,2,0,0,84589,85418,38333,37419,0
12215,10000,1,3,1,46,0,0,0,0,0,-2,7170,8240,8050,10400,0
1285,440000,2,2,2,26,0,0,0,0,0,0,96190,90462,78267,71795,0
4812,50000,1,2,2,43,0,0,0,0,0,0,50665,50854,47862,20246,1
20775,150000,1,1,2,34,2,3,2,0,0,0,32355,31549,30759,32764,1
4996,20000,2,2,1,36,0,0,0,0,0,0,16320,18044,19003,19224,0
9024,30000,1,2,2,27,1,2,0,-1,2,0,29956,28469,58384,29553,1
4513,280000,1,1,2,34,0,0,0,0,0,0,212093,220586,214180,226277,0
663,140000,2,1,2,37,-1,-1,-1,-2,-2,-1,1034,40000,0,0,0
8826,20000,2,3,3,39,0,0,0,0,0,0,18988,15975,16579,15102,0
13045,230000,1,1,1,39,-1,-1,-1,-1,-1,-1,1319,770,3465,0,1
3668,180000,2,6,1,35,0,0,0,0,0,-2,29197,30719,31500,31939,0
21930,130000,2,5,1,27,0,0,0,0,0,0,131041,133792,127622,129795,0
10250,220000,1,1,1,32,-2,-2,-2,-2,-2,-2,8757,-2323,-3322,-3322,0
21051,50000,1,2,2,42,2,2,2,2,-1,0,22591,21523,24538,22402,0
9751,170000,1,1,2,30,0,0,0,0,0,0,117010,119463,123476,124934,0
22226,80000,2,1,2,28,0,0,0,0,0,0,70723,72151,73888,75345,0
16583,180000,1,1,2,26,0,0,-2,-2,-2,-2,8516,0,0,0,1
3883,200000,1,1,1,34,-1,-1,-1,-1,0,0,5392,1938,4819,13074,0
15673,30000,1,2,2,31,1,2,2,2,2,2,10916,11940,11462,13263,1
15408,540000,2,2,1,50,0,0,0,0,0,0,66637,66665,66513,67149,0
4260,50000,1,2,2,37,1,2,0,0,0,0,28731,27985,29000,29731,1
10665,210000,1,3,2,34,-1,-1,-1,-1,0,0,862,1136,1511,54400,0
9881,180000,1,1,2,23,2,2,2,2,2,2,157074,158088,166492,168487,1
18090,150000,1,2,2,32,0,0,0,0,0,0,151594,139114,92720,86468,0
17131,50000,2,2,2,23,0,0,0,0,-2,-2,33243,16290,12594,0,0
19359,160000,2,1,1,31,2,2,2,0,0,0,147710,151368,147184,149053,0
10894,20000,1,2,1,43,-1,-1,-1,-1,-1,0,4820,1837,390,390,0
12172,370000,1,2,2,30,-1,-1,-1,-1,-1,-1,25588,1259,1259,3661,1
19113,140000,2,1,2,28,0,-1,-1,-1,-1,-1,1756,2201,923,1751,0
2350,130000,1,2,2,27,0,0,0,0,-1,0,131406,125858,118536,34394,1
18380,70000,2,5,1,23,0,0,0,0,0,0,30847,31849,33333,34344,0
14812,200000,2,2,1,36,-1,-1,-1,-1,-1,-1,390,1308,1662,14490,0
5260,140000,1,1,2,29,0,0,0,0,0,0,137708,140804,137635,97928,0
11127,50000,2,2,2,31,-1,-1,-1,-1,-1,-1,422,1334,3962,0,1
21661,70000,2,2,2,23,0,0,0,0,0,0,68410,67449,66767,65528,0
19734,170000,2,2,2,38,-1,-1,-1,-1,-1,-1,13451,10539,2087,6720,0
20368,20000,1,2,2,23,1,2,4,3,2,2,11113,14110,13609,13102,1
5219,20000,2,2,1,33,2,0,0,0,0,0,18075,19075,19106,18467,1
23738,100000,2,3,1,49,0,0,0,0,0,0,62049,58158,57952,58627,0
8889,170000,2,2,1,30,-1,-1,0,0,0,2,2457,4599,25158,61524,1
6885,110000,1,2,1,38,2,2,2,0,0,2,96898,96071,93321,94034,1
2282,500000,1,3,1,56,0,0,0,0,0,0,139117,130301,119701,121296,0
4473,130000,1,3,3,52,0,0,0,0,0,0,106140,69025,58860,45207,1
16944,60000,1,3,1,54,0,0,0,0,0,-1,58432,58312,59388,29941,0
6826,240000,2,1,2,28,0,0,-1,-1,-1,-2,2276,3188,454,2500,0
8184,160000,2,3,1,48,0,0,2,0,0,0,153390,158421,152835,152638,0
851,40000,2,2,2,23,0,0,0,2,2,6,20035,21406,24735,24050,0
9219,500000,2,2,1,47,-1,-1,-1,-1,-1,-1,396,396,396,396,1
2429,80000,1,1,1,47,0,-1,-1,0,-1,-1,49735,25144,7905,7905,0
2728,200000,1,2,2,27,0,0,2,0,0,0,25334,26203,25652,25162,0
11164,180000,2,1,1,33,-1,-1,-1,-1,-1,-1,3060,2337,766,316,0
12198,240000,2,2,1,41,1,2,0,0,0,0,137327,133724,136539,137487,1
22380,140000,2,2,2,31,-2,-2,-2,-2,-2,-2,518,518,518,518,0
15710,230000,1,2,1,41,0,0,0,0,0,0,33842,35273,36693,37006,0
10070,130000,2,2,1,36,2,2,0,0,0,2,131989,128467,131073,132399,1
20807,180000,1,2,2,31,0,0,-1,-1,-1,-1,6221,3571,4333,3334,1
6034,350000,2,2,1,35,-2,-2,-1,-1,-2,-2,83379,26305,26858,40098,0
785,230000,2,2,1,32,0,0,0,0,2,0,87764,73526,72376,76870,1
12632,60000,2,2,3,28,0,0,0,0,0,0,34580,15924,18124,28644,0
23784,30000,2,2,3,54,0,0,0,0,0,0,26302,26873,28138,27074,0
10812,180000,2,2,1,41,-2,-2,-2,-2,-2,-2,21450,0,6980,10628,0
14423,300000,1,1,1,37,0,0,-2,-2,-2,-2,41000,0,0,0,0
1289,20000,2,3,1,48,1,2,2,3,2,2,14589,16743,17522,17055,1
14820,320000,1,2,2,36,0,0,2,0,0,0,289508,302561,283356,275361,0
11602,150000,2,3,1,35,0,0,0,0,0,0,89604,97129,98795,98925,1
7099,130000,2,2,1,47,0,0,0,0,0,0,85317,86865,88760,35671,0
10758,230000,2,1,1,53,-1,-1,-2,-2,-2,-2,10000,0,0,0,0
7168,210000,1,1,1,37,-1,-1,-1,-1,-1,-1,3094,565,1188,2667,0
21098,200000,1,1,1,42,2,2,2,2,2,2,168289,172001,175281,177895,0
23411,140000,2,2,1,42,1,-2,-1,-1,-1,-1,0,0,1497,1039,0
14919,240000,1,2,2,28,-1,-1,-1,-1,-1,-1,4882,5205,2747,4594,1
20127,50000,2,3,1,48,-1,-1,2,-1,-1,0,2896,1360,812,4012,0
17830,50000,1,2,2,25,0,0,0,0,0,0,50547,49480,50643,48123,0
23045,440000,2,1,1,36,0,-1,-1,-1,0,0,14234,11061,19669,18613,0
7053,160000,2,2,2,29,0,0,-1,-1,-1,-1,36134,21827,421,421,1
20735,120000,1,1,1,49,0,0,0,0,0,0,10105,114804,117262,117427,0
8386,240000,2,1,1,47,1,-2,-2,-1,0,0,-40,-40,-40,1160,0
22681,360000,2,2,2,47,-2,-2,-2,-2,-2,-2,3899,6571,7486,24472,0
14350,340000,1,2,1,43,1,-2,-2,-2,-2,-2,-15,-15,-15,-15,1
15494,160000,1,2,1,35,0,0,0,-2,-2,-2,160303,164150,0,0,0
17152,180000,2,1,2,30,0,0,0,0,0,-1,112106,105872,107685,106060,0
1193,270000,2,2,2,34,-1,-1,-1,-1,-1,-1,381,3376,2958,4154,1
3819,200000,1,2,1,35,1,-2,-2,-2,-2,-2,0,0,0,0,0
5066,200000,2,1,1,32,1,-2,-2,-2,-2,-1,0,0,0,0,0
17273,160000,2,3,2,32,0,0,0,0,0,0,56099,41085,35673,28880,0
15419,240000,2,2,2,51,-2,-2,-2,-2,-2,-2,489,4006,696,696,0
10122,80000,2,2,2,26,0,0,0,2,0,0,77037,71799,75743,67626,0
5661,50000,1,2,2,24,1,-1,-1,-1,-1,-1,-22,834,-639,1559,0
22429,190000,2,2,2,35,0,0,0,0,0,0,66859,68204,70009,65845,0
23807,530000,2,1,1,54,-2,-2,-2,-2,-2,-2,6458,5598,36532,3288,0
14286,290000,1,1,2,36,0,0,-1,-1,0,-1,22681,25980,10409,118253,0
417,200000,2,1,2,31,-2,-2,-2,-2,-2,-2,7184,14845,1097,0,0
21515,220000,2,2,2,25,0,0,0,0,0,0,215036,216083,217461,212995,0
12361,310000,2,2,1,37,-2,-2,-1,0,0,0,0,0,5365,6274,0
19555,280000,2,2,1,43,2,-1,-1,-1,-1,-1,644,499,1641,5280,0
8542,490000,1,1,1,50,-1,-1,-1,-1,-1,-1,17884,6836,4657,3398,1
2055,50000,1,2,1,55,0,0,0,0,0,0,50528,50541,49345,20238,0
8428,150000,2,1,2,32,0,0,0,0,0,0,116908,107164,110884,111706,0
17339,30000,2,1,1,30,0,0,-1,2,-1,-1,3836,4380,1169,779,0
13452,300000,2,1,2,30,-1,-1,-1,-1,-1,-1,6045,7151,4790,3145,0
8265,360000,1,2,1,36,0,0,-1,-1,-1,-1,20328,12664,1901,2355,0
19896,170000,2,2,1,32,1,2,-1,-1,0,0,9990,4647,1399,6548,1
17989,50000,1,2,3,48,2,2,2,2,2,0,42850,42850,45741,45694,1
10425,140000,2,2,2,32,2,2,2,3,2,2,76187,84734,91142,88800,1
20331,230000,2,2,1,54,-1,-1,2,2,-2,-2,187,3327,3100,0,0
15181,50000,2,2,2,23,2,0,0,0,0,0,48668,48554,45445,38551,1
7135,60000,2,1,2,25,2,2,2,2,4,3,38050,39147,38223,43261,1
9547,50000,2,1,1,49,0,0,0,0,0,0,44767,45719,45665,49287,0
8509,50000,1,2,2,24,1,-2,-2,-2,-2,-2,0,0,0,0,1
10432,240000,1,1,1,35,0,0,0,0,0,0,160161,159484,162231,163255,1
6918,300000,1,1,2,26,2,2,2,0,0,2,273138,279307,273333,277270,1
8558,360000,1,1,2,30,-1,-1,-1,0,-1,-1,28245,8017,19703,7474,0
89,130000,2,1,1,35,0,0,0,-1,-1,-1,81313,117866,17740,1330,0
12240,200000,2,2,2,29,0,0,0,0,0,0,170964,174509,176523,180295,1
22405,150000,2,1,2,26,0,0,0,0,0,0,136736,125651,116684,101581,0
1354,30000,2,3,1,28,0,0,0,2,0,0,23182,19083,19632,15252,0
9131,50000,2,2,1,24,2,0,0,0,0,0,50710,45641,29259,9442,1
23089,70000,2,2,1,37,0,0,0,0,2,0,66447,66759,68200,72972,1
22232,180000,2,2,2,31,0,0,0,0,0,0,69502,69878,71866,72140,0
1976,100000,2,1,2,27,0,0,0,0,2,0,90118,88435,90147,94425,0
812,700000,2,1,1,39,0,0,0,0,-2,-1,99259,102345,109636,326,0
4573,10000,2,2,1,55,3,2,2,2,2,2,5358,6339,6111,7031,1
6631,120000,2,2,2,35,0,0,0,0,0,0,71708,72047,67080,68660,0
14168,100000,2,2,2,28,-1,-1,-1,-1,-1,-1,1215,1042,1042,1004,1
3115,160000,2,1,1,32,-1,-1,-1,-1,-1,-1,3189,3203,3421,2750,0
9891,50000,1,1,2,42,-1,-1,0,0,0,0,12751,19660,14659,14951,0
1135,20000,1,2,2,28,1,2,2,2,0,0,15764,15718,17164,16594,0
16390,90000,2,2,2,29,1,2,2,2,0,0,34954,34093,37539,36641,0
23715,80000,2,3,2,57,0,0,0,0,0,0,78312,77359,76081,76526,0
954,180000,1,2,2,39,-1,-1,-1,-1,-1,0,3135,2822,1938,5818,0
5016,290000,2,1,2,24,1,-2,-2,-1,0,-1,0,0,0,2700,0
11835,30000,2,3,1,53,2,0,0,0,0,0,34775,35946,37685,33305,0
18938,210000,2,1,2,28,-1,-1,0,0,0,0,2568,52720,107861,112533,0
10813,100000,2,2,2,31,0,0,0,0,0,0,32430,34169,36495,36910,0
19314,200000,2,1,1,34,-2,-1,-1,-2,-2,-1,16024,18168,10274,4726,0
19968,200000,2,1,2,35,-1,-1,-1,-1,-1,-1,467,2628,287,9471,0
10756,50000,2,2,1,42,0,0,0,0,0,0,11618,12641,13953,13924,0
20551,50000,1,1,2,28,0,0,0,0,0,0,42046,47356,47445,49701,0
2783,360000,2,1,2,33,0,0,0,0,0,0,31482,31805,18203,13122,0
17611,350000,2,1,1,42,-1,-1,-1,-1,-1,-1,360,360,360,360,0
4164,160000,2,2,2,29,-1,-1,-1,-1,-1,-2,2248,-2,4903,5525,0
22033,50000,2,2,2,28,0,0,0,0,0,0,10051,14149,21514,25359,0
13671,320000,1,1,1,40,-1,-1,-1,-1,-1,-1,430,430,430,430,0
23341,120000,2,1,2,29,-2,-2,-2,-2,-2,-2,0,0,0,0,0
3730,160000,1,1,2,33,-1,-1,-2,-2,-2,-2,100,0,0,0,0
13795,360000,1,2,2,28,-2,-2,-2,-2,-1,0,0,0,0,0,0
10638,50000,1,2,2,24,0,0,0,0,0,0,23553,21507,17827,7655,0
23277,300000,2,2,1,42,0,0,0,0,0,0,168796,165430,147077,127270,0
16229,10000,2,2,1,37,3,2,0,0,2,0,7621,7368,8226,9834,1
1046,30000,2,1,2,23,0,0,0,0,0,0,26847,24815,21681,22293,0
2689,290000,2,1,2,30,0,0,0,0,0,0,284239,284692,230891,232778,1
19564,230000,2,1,2,34,-1,-1,-1,-1,-1,-1,3251,4342,2557,4440,1
2272,150000,2,1,1,44,1,-2,-1,-1,-2,-2,0,0,1512,0,0
7801,470000,2,1,2,39,-1,-1,-1,-1,-1,-1,1264,5478,4753,5289,0
8266,140000,1,2,1,46,0,0,0,0,0,-1,133899,137171,139414,97268,1
22039,60000,2,3,2,28,-1,-1,0,0,0,0,396,43902,44802,42984,0
9404,340000,2,2,2,39,0,0,0,0,0,0,132749,134235,128079,64598,0
14680,200000,2,1,1,38,-1,-1,-1,-1,-1,-1,5221,6875,5129,14997,0
10345,90000,1,2,2,28,0,0,0,0,0,0,91431,88920,88344,50209,0
15287,290000,2,2,2,26,0,0,0,0,0,0,81022,59327,102180,58554,0
23803,30000,2,3,1,67,2,2,0,0,0,0,26590,25869,26947,27529,1
12228,500000,2,2,1,38,-1,-1,0,0,0,0,9889,24911,71852,18155,0
19407,260000,2,2,1,36,0,0,-1,0,-1,0,7258,7935,4979,3976,0
18213,20000,1,2,2,39,0,0,0,0,0,0,13231,14306,15370,16411,1
21712,50000,2,3,2,23,0,0,0,0,0,2,17976,18254,16428,16986,0
6708,20000,2,2,2,23,0,0,0,0,0,-1,17772,19058,19681,19507,0
1725,360000,1,2,2,29,0,0,0,0,0,0,114527,119487,113438,112940,0
16824,130000,1,2,2,36,0,0,0,0,0,-1,91016,36706,19802,11515,0
16190,190000,2,3,2,37,0,-1,0,0,0,0,44098,157205,91091,88145,0
18669,50000,2,2,2,26,0,0,0,0,0,0,8056,5997,5602,6478,1
23414,200000,2,2,1,34,-2,-2,-2,-2,-2,-2,0,0,0,0,1
9791,60000,1,2,2,23,0,0,2,2,-1,0,4553,7730,12944,-7511,0
1577,160000,2,1,2,46,-2,-2,-2,-2,-2,-2,6241,8788,0,0,0
14122,200000,2,1,2,32,0,0,0,0,2,0,219146,212111,206307,204787,0
10661,230000,1,1,2,29,0,0,0,0,0,0,32375,36817,40170,43473,0
4205,50000,2,2,2,23,-1,-1,-1,-1,0,0,373,-17,4230,1243,0
10143,400000,1,1,2,39,2,2,2,2,2,2,50747,49666,52727,51286,0
5682,30000,2,2,1,23,2,2,2,2,2,2,11851,14416,13887,14564,1
15982,30000,2,2,1,49,0,0,0,0,2,2,23705,24709,25745,27949,0
8540,100000,2,1,2,37,-1,-1,0,-1,-1,-2,1725,21711,10487,780,0
15451,50000,1,2,1,26,1,-2,-2,-1,-1,-1,0,0,0,2056,0
3483,150000,2,1,2,28,-1,-1,-2,-1,-1,-2,3752,2730,500,2727,0
12765,110000,2,3,1,29,1,2,0,0,0,2,109636,96380,56414,56677,0
1753,60000,2,2,1,38,-2,-2,-2,-2,-2,-2,4764,30500,0,0,0
1530,360000,2,2,1,50,-1,-1,-1,-1,-1,-1,147,686,6037,1560,0
15093,200000,1,4,1,35,-2,-2,-2,-1,0,0,3000,5752,5028,13784,0
2118,20000,1,3,2,43,-1,-1,2,0,0,0,390,1736,1170,780,1
12199,200000,1,1,2,29,0,0,0,0,0,0,170707,159654,162208,162357,0
2745,240000,1,3,1,55,0,0,0,0,0,0,229254,232693,189095,190481,0
11772,120000,1,2,1,39,2,-1,-1,-1,-1,-1,435,435,1887,435,0
9005,130000,1,2,2,33,2,2,-1,-1,-2,-2,2183,2000,700,0,0
4792,20000,1,2,1,38,0,-1,2,0,0,-2,16828,20192,19414,19606,1
10384,70000,2,1,2,25,0,0,0,0,0,0,31680,28410,24046,19194,0
19870,450000,2,1,2,34,-2,-2,-2,-2,-2,-2,1494,538,3218,0,0
3888,300000,1,3,2,43,0,0,0,0,0,0,158741,155438,146043,142726,0
13371,500000,1,1,1,35,-2,-2,-2,-2,-2,-2,0,0,0,0,1
15274,150000,2,1,2,27,-1,-1,-1,-1,0,-1,8404,4493,11848,7435,0
15173,30000,2,2,2,23,0,0,0,2,0,0,27186,27585,30398,29305,1
19236,180000,2,1,2,39,-2,-2,-2,-2,-2,-2,11732,6653,-6674,18084,0
4094,100000,1,2,2,31,1,2,2,2,3,2,24377,25167,24541,27304,1
23425,300000,2,1,2,31,-1,-1,-1,-1,-1,0,16612,19099,17865,9215,0
3062,70000,1,1,2,27,0,0,0,0,0,2,39449,39742,40618,28782,0
23312,210000,2,2,2,31,0,0,0,0,0,0,168161,133113,130769,95962,0
10902,210000,2,1,1,32,-1,-1,-1,-1,-1,-1,8600,0,4231,4221,0
20531,150000,1,2,2,27,0,0,2,0,0,2,58795,62799,61233,61915,0
8771,130000,1,1,2,29,0,0,-1,-1,2,0,9700,0,72,10458,0
1731,150000,2,1,1,31,-2,-2,-2,-2,-2,-2,2977,1408,0,0,1
18145,200000,1,1,2,30,-1,-1,-2,-1,0,0,8985,247,6015,34314,0
5572,100000,2,2,1,30,2,2,2,2,2,2,29778,30678,31154,31625,1
7439,30000,2,2,1,43,-1,0,0,0,0,0,25166,26195,27209,27924,0
6768,340000,1,2,1,31,0,0,0,0,0,0,63098,64417,65752,69639,1
35,500000,1,1,1,58,-2,-2,-2,-2,-2,-2,13709,5006,31130,3180,0
9813,110000,1,2,1,32,0,0,0,0,0,2,110198,107710,83913,47369,0
1859,230000,1,2,2,32,0,0,0,0,0,0,49619,43435,41719,38072,0
20572,10000,1,3,2,27,1,-2,-2,-2,-2,-2,0,0,0,0,0
16375,80000,2,1,1,42,2,2,2,2,2,2,18378,19377,20471,20638,1
11647,150000,1,1,1,37,0,0,0,-1,0,0,49112,48450,19790,50123,0
3792,120000,1,1,2,28,-1,0,0,0,0,0,8922,43070,47023,53576,1
8175,50000,1,2,2,23,2,2,0,0,0,0,52156,51041,50205,20218,1
18359,20000,2,2,2,22,1,2,2,0,0,0,15706,15757,15436,16331,1
9576,360000,1,1,2,34,-1,-1,0,0,0,0,5275,24267,33473,51900,0
4176,290000,2,1,1,46,0,0,0,0,0,0,6615,8494,10336,15127,1
12097,50000,1,3,3,55,2,0,0,0,0,0,47067,48410,49218,18937,0
14727,290000,2,2,1,35,0,0,0,2,0,0,260698,267453,278924,235368,0
18535,170000,2,1,2,25,0,0,0,-1,0,0,8046,6130,3653,32511,0
2396,110000,2,3,1,27,0,0,0,0,0,0,61152,60833,61245,47316,0
1296,320000,2,1,2,30,0,0,0,0,0,0,113801,90354,88467,79241,0
14467,420000,1,1,1,47,-1,-1,-1,-1,-1,-1,10517,15571,9090,9622,0
4976,80000,2,1,1,39,0,0,0,0,0,0,36444,33840,31768,28223,0
9387,200000,2,3,2,70,-1,-1,-1,0,0,-2,7109,9999,5300,5300,0
18971,240000,2,1,2,28,-1,-1,-1,-1,-1,0,8590,6398,16271,27825,0
7322,360000,1,1,2,28,0,0,0,0,0,0,78398,86955,127146,103273,0
17050,60000,2,2,1,25,2,0,0,2,0,0,33598,34733,37460,36558,1
4495,10000,1,3,3,42,1,2,0,0,0,2,5674,5440,7968,8829,1
5302,90000,1,2,2,30,-1,-1,-1,0,0,-1,370,370,922,552,0
7412,50000,2,5,1,32,0,0,0,0,0,0,10335,9538,6793,13864,0
9620,310000,1,1,2,37,-2,-2,-2,-2,-2,-2,0,0,0,0,1
6199,30000,1,2,1,49,0,0,2,2,0,0,12855,16012,16453,15891,0
5609,180000,2,1,2,29,-2,-2,-2,-2,-2,-2,0,0,432,0,0
6907,10000,1,2,1,62,-2,-2,-2,-2,-2,-2,2778,1939,2038,1938,0
9363,340000,1,2,1,42,0,0,0,0,0,0,76166,83909,169911,130718,0
6256,130000,2,2,2,39,2,2,2,2,0,0,50033,52440,52993,51546,1
11179,200000,1,2,2,39,0,0,0,0,0,0,15138,16396,6989,6619,0
22494,110000,2,3,1,40,0,0,0,0,0,0,105055,105886,108819,79027,0
3348,60000,1,1,2,39,0,0,0,0,0,0,54978,56144,57251,58543,0
2238,180000,2,1,1,35,0,0,0,0,0,0,104335,108156,108874,111568,0
7326,140000,2,2,2,31,0,0,0,0,0,0,50822,52468,52238,53368,0
8580,30000,2,2,1,47,0,0,0,0,0,0,29187,29254,30206,58287,0
22467,40000,2,2,1,36,2,2,2,2,0,0,7129,8850,9733,9375,1
19589,320000,2,1,2,30,0,0,0,0,0,0,2419,3193,5127,6871,0
19509,110000,2,2,2,32,0,0,0,0,0,0,68014,68788,70880,72403,0
1529,120000,1,1,2,38,1,-2,-2,-2,-2,-2,-284,-610,-936,-1262,0
13198,140000,2,2,2,26,0,0,0,0,0,2,135294,137425,134487,135945,0
20897,20000,1,2,2,24,0,0,0,-2,-2,-2,18196,19495,-280,-280,0
19087,180000,2,2,1,37,0,0,0,0,0,0,88275,78089,75159,76602,0
17368,150000,2,3,1,39,-1,-1,-1,0,-1,-1,5211,33474,18488,45489,0
21763,130000,2,1,2,24,0,-1,-1,2,0,0,9920,5500,670,670,0
3816,10000,1,2,2,24,-1,-1,-1,-1,-1,-1,12,12,12,12,1
8808,280000,1,1,1,49,-1,-1,-1,-1,0,-1,503,694,695,10639,0
9360,500000,1,1,2,36,-1,-1,0,-1,-1,-1,15401,23032,54759,52030,0
2354,180000,2,1,2,32,0,-1,0,0,0,-1,64008,3414,3844,5344,0
15762,50000,2,1,2,23,0,-1,-1,-1,-1,0,1980,269,-721,-710,0
19631,80000,2,2,1,35,0,0,0,0,0,0,81513,82816,74170,73609,0
19320,80000,2,2,1,42,0,0,0,-1,-1,0,43045,43024,9821,600,1
16144,550000,2,2,1,39,0,0,0,0,0,0,67886,67806,66328,26422,0
17082,20000,2,2,2,25,0,0,0,0,0,0,18519,20195,19638,17198,0
21338,230000,1,3,1,55,0,0,0,0,0,0,208273,214423,214585,170063,0
8367,150000,2,1,2,36,0,0,-2,-2,-2,-2,15447,0,0,0,0
436,270000,2,2,1,32,1,2,2,2,2,2,234752,233036,229286,217644,1
21777,210000,2,2,2,25,-1,-1,-1,0,0,0,2785,461,6472,83589,0
7008,500000,2,2,1,44,0,0,0,0,0,0,38034,39044,38458,39222,0
16239,80000,2,2,1,35,-2,-2,-2,-1,-1,0,390,0,1151,10312,0
19299,220000,2,3,2,40,0,0,0,0,0,0,220091,203554,207953,156699,0
14947,70000,2,2,1,31,0,0,0,0,0,0,71065,69311,70882,68678,0
20185,200000,2,5,2,29,-2,-2,-2,-2,-2,-2,2618,784,611,0,0
9230,390000,1,2,1,37,0,0,0,0,0,0,178087,185212,187648,192538,0
10226,110000,1,1,2,33,0,0,0,0,0,0,111249,111480,64237,57066,0
